computed,name,score,SpectraID
FALSE,Sulfamethoxazole,0,AU101851
FALSE,"4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",0,AU101851
FALSE,Sulfamethoxazole,0,AU101852
FALSE,"4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",0,AU101852
FALSE,Sulfamethoxazole,0,AU101853
FALSE,"4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",0,AU101853
FALSE,Triclabendazole,0,AU106751
FALSE,Triclabendazole,0,AU106752
FALSE,"6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole",0,AU106752
FALSE,Triclabendazole,0,AU106753
FALSE,"6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole",0,AU106753
FALSE,Triclabendazole,0,AU106754
FALSE,"6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole",0,AU106754
FALSE,Triclabendazole,0,AU106755
FALSE,"6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole",0,AU106755
FALSE,Ethopabate,0,AU108451
FALSE,methyl 4-acetamido-2-ethoxybenzoate,0,AU108451
FALSE,Ethopabate,0,AU108452
FALSE,methyl 4-acetamido-2-ethoxybenzoate,0,AU108452
FALSE,Ethopabate,0,AU108453
FALSE,methyl 4-acetamido-2-ethoxybenzoate,0,AU108453
FALSE,Ethopabate,0,AU108454
FALSE,methyl 4-acetamido-2-ethoxybenzoate,0,AU108454
FALSE,Ethopabate,0,AU108455
FALSE,methyl 4-acetamido-2-ethoxybenzoate,0,AU108455
FALSE,Valsartan,0,AU111251
FALSE,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,0,AU111251
FALSE,Valsartan,0,AU111252
FALSE,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,0,AU111252
FALSE,Valsartan,0,AU111253
FALSE,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,0,AU111253
FALSE,Valsartan,0,AU111254
FALSE,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,0,AU111254
FALSE,Atorvastatin ,0,AU112951
FALSE,atorvastatin,0,AU112951
FALSE,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",0,AU112951
FALSE,Atorvastatin ,0,AU112952
FALSE,atorvastatin,0,AU112952
FALSE,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",0,AU112952
FALSE,Atorvastatin ,0,AU112953
FALSE,atorvastatin,0,AU112953
FALSE,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",0,AU112953
FALSE,Atorvastatin ,0,AU112954
FALSE,atorvastatin,0,AU112954
FALSE,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",0,AU112954
FALSE,Atorvastatin ,0,AU112955
FALSE,atorvastatin,0,AU112955
FALSE,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",0,AU112955
FALSE,Novobiocin ,0,AU116751
FALSE,novobiocin,0,AU116751
FALSE,"[(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",0,AU116751
FALSE,Novobiocin ,0,AU116752
FALSE,novobiocin,0,AU116752
FALSE,"[(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",0,AU116752
FALSE,Novobiocin ,0,AU116753
FALSE,novobiocin,0,AU116753
FALSE,"[(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",0,AU116753
FALSE,Novobiocin ,0,AU116754
FALSE,novobiocin,0,AU116754
FALSE,"[(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",0,AU116754
FALSE,Novobiocin ,0,AU116755
FALSE,novobiocin,0,AU116755
FALSE,"[(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",0,AU116755
FALSE,Rifaximin,0,AU117952
FALSE,Rifaximin,0,AU117953
FALSE,delta9-Tetrahydrocannabinol,0,AU158351
FALSE,CYQFCXCEBYINGO-UHFFFAOYSA-N,0,AU158351
FALSE,"6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",0,AU158351
FALSE,delta9-Tetrahydrocannabinol,0,AU158352
FALSE,CYQFCXCEBYINGO-UHFFFAOYSA-N,0,AU158352
FALSE,"6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",0,AU158352
FALSE,delta9-Tetrahydrocannabinol,0,AU158353
FALSE,CYQFCXCEBYINGO-UHFFFAOYSA-N,0,AU158353
FALSE,"6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",0,AU158353
FALSE,delta9-Tetrahydrocannabinol,0,AU158354
FALSE,CYQFCXCEBYINGO-UHFFFAOYSA-N,0,AU158354
FALSE,"6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",0,AU158354
FALSE,3-Phenoxybenzoic acid,0,AU200551
FALSE,4-Trifluoromethylphenol,0,AU200951
FALSE,4-(trifluoromethyl)phenol,0,AU200951
FALSE,4-Trifluoromethylphenol,0,AU200952
FALSE,4-(trifluoromethyl)phenol,0,AU200952
FALSE,4-Trifluoromethylphenol,0,AU200953
FALSE,4-(trifluoromethyl)phenol,0,AU200953
FALSE,N4-Acetyl-Sulfamethoxazole,0,AU201451
FALSE,21312-10-7,0,AU201451
FALSE,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",0,AU201451
FALSE,N4-Acetyl-Sulfamethoxazole,0,AU201452
FALSE,21312-10-7,0,AU201452
FALSE,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",0,AU201452
FALSE,N4-Acetyl-Sulfamethoxazole,0,AU201453
FALSE,21312-10-7,0,AU201453
FALSE,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",0,AU201453
FALSE,N4-Acetyl-Sulfamethoxazole,0,AU201454
FALSE,21312-10-7,0,AU201454
FALSE,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",0,AU201454
FALSE,Atrazine-desethyl-2-hydroxy,0,AU202351
FALSE,"N,N-Dimethyl-N'-phenylsulfamide",0,AU204251
FALSE,(dimethylsulfamoylamino)benzene,0,AU204251
FALSE,"N,N-Dimethyl-N'-phenylsulfamide",0,AU204252
FALSE,(dimethylsulfamoylamino)benzene,0,AU204252
FALSE,Dimethachlor-ESA,0,AU204351
FALSE,CHEBI:83484,0,AU204351
FALSE,"2-[N-(2-methoxyethyl)-2,6-dimethylanilino]-2-oxoethanesulfonic acid",0,AU204351
FALSE,Dimethachlor-ESA,0,AU204352
FALSE,CHEBI:83484,0,AU204352
FALSE,"2-[N-(2-methoxyethyl)-2,6-dimethylanilino]-2-oxoethanesulfonic acid",0,AU204352
FALSE,Dimethachlor-ESA,0,AU204353
FALSE,CHEBI:83484,0,AU204353
FALSE,"2-[N-(2-methoxyethyl)-2,6-dimethylanilino]-2-oxoethanesulfonic acid",0,AU204353
FALSE,Irbesartan,0,AU209451
FALSE,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",0,AU209451
FALSE,Irbesartan,0,AU209452
FALSE,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",0,AU209452
FALSE,Irbesartan,0,AU209453
FALSE,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",0,AU209453
FALSE,Irbesartan,0,AU209454
FALSE,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",0,AU209454
FALSE,Irbesartan,0,AU209455
FALSE,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",0,AU209455
FALSE,Fluvastatin,0,AU210251
FALSE,"(E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid",0,AU210251
FALSE,Fluvastatin,0,AU210252
FALSE,"(E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid",0,AU210252
FALSE,Fluvastatin,0,AU210253
FALSE,"(E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid",0,AU210253
FALSE,Fluvastatin,0,AU210254
FALSE,"(E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid",0,AU210254
FALSE,Fluvastatin,0,AU210255
FALSE,"(E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid",0,AU210255
FALSE,Cilastatin,0,AU212951
FALSE,"(Z)-7-[(2R)-2-amino-2-carboxyethyl]sulfanyl-2-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]hept-2-enoic acid",0,AU212951
FALSE,Cilastatin,0,AU212952
FALSE,"(Z)-7-[(2R)-2-amino-2-carboxyethyl]sulfanyl-2-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]hept-2-enoic acid",0,AU212952
FALSE,Candesartan,0,AU213751
FALSE,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,0,AU213751
FALSE,Candesartan,0,AU213752
FALSE,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,0,AU213752
FALSE,Candesartan,0,AU213753
FALSE,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,0,AU213753
FALSE,Candesartan,0,AU213754
FALSE,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,0,AU213754
FALSE,Candesartan,0,AU213755
FALSE,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,0,AU213755
FALSE,Atazanavir,0,AU214851
FALSE,"methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",0,AU214851
FALSE,Atazanavir,0,AU214852
FALSE,"methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",0,AU214852
FALSE,Atazanavir,0,AU214853
FALSE,"methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",0,AU214853
FALSE,Atazanavir,0,AU214854
FALSE,"methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",0,AU214854
FALSE,Atazanavir,0,AU214855
FALSE,"methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",0,AU214855
FALSE,Dronedarone,0,AU218151
FALSE,N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide,0,AU218151
FALSE,Dronedarone,0,AU218152
FALSE,N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide,0,AU218152
FALSE,Dronedarone,0,AU218153
FALSE,N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide,0,AU218153
FALSE,Dronedarone,0,AU218154
FALSE,N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide,0,AU218154
FALSE,Dronedarone,0,AU218155
FALSE,N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide,0,AU218155
FALSE,Repaglinide,0,AU218951
FALSE,2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid,0,AU218951
FALSE,Repaglinide,0,AU218952
FALSE,2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid,0,AU218952
FALSE,Repaglinide,0,AU218953
FALSE,2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid,0,AU218953
FALSE,Fosinopril,0,AU224751
FALSE,"(2S,4S)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",0,AU224751
FALSE,Fosinopril,0,AU224752
FALSE,"(2S,4S)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",0,AU224752
FALSE,Fosinopril,0,AU224753
FALSE,"(2S,4S)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",0,AU224753
FALSE,Fosinopril,0,AU224754
FALSE,"(2S,4S)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",0,AU224754
FALSE,Fosinopril,0,AU224755
FALSE,"(2S,4S)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",0,AU224755
FALSE,Telmisartan,0,AU225151
FALSE,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoic acid,0,AU225151
FALSE,Telmisartan,0,AU225152
FALSE,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoic acid,0,AU225152
FALSE,Telmisartan,0,AU225153
